MD,imp,por
1331.958,5426.81,0.4117
1335.981,5426.81,0.4117
1340.011,5426.81,0.4117
1343.97,5426.81,0.4117
1347.921,5426.81,0.4117
1351.899,5426.81,0.4117
1355.899,5426.81,0.4117
1359.864,5426.81,0.4117
1363.795,5426.81,0.4117
1367.756,5426.81,0.4117
1371.672,5426.81,0.4117
1375.531,5426.81,0.4117
1379.504,5426.81,0.4117
1383.524,5426.81,0.4117
1387.557,5426.81,0.4117
1391.661,5426.81,0.4117
1395.889,5426.81,0.4117
1400.199,5426.81,0.4117
1404.39,5426.81,0.4117
1408.469,5426.81,0.4117
1412.514,5426.81,0.4117
1416.538,5426.81,0.4117
1420.542,5426.81,0.4117
1424.532,5426.81,0.4117
1428.392,5426.81,0.4117
1432.174,5426.81,0.4117
1435.91,5426.81,0.4117
1439.641,5426.81,0.4117
1443.365,5426.81,0.4117
1447.087,5426.81,0.4117
1450.812,5426.81,0.4117
1454.547,5426.81,0.4117
1458.284,5426.81,0.4117
1462.015,5426.81,0.4117
1465.74,5426.81,0.4117
1469.462,5426.81,0.4117
1473.183,5426.81,0.4117
1476.907,5426.81,0.4117
1480.64,5426.81,0.4117
1484.402,5426.81,0.4117
1488.132,5426.81,0.4117
1491.855,5426.81,0.4117
1495.579,5426.81,0.4117
1499.312,5426.81,0.4117
