MD,imp,por
734.339,4368.83,0.3279
737.877,4475.28,0.3148
741.414,4570.42,0.2949
744.952,4633.45,0.3062
748.588,4658.27,0.3005
752.378,4625.82,0.3123
756.267,4825.58,0.316
760.168,4856.12,0.2988
764.356,4634.76,0.3072
768.421,4462.53,0.3038
772.472,4383.78,0.3146
776.507,4409.13,0.3011
780.528,4592.27,0.3079
784.699,4796.93,0.3047
788.955,4771.24,0.3166
793.12,4762.92,0.3083
797.151,4910.21,0.3142
801.129,4987.42,0.2861
805.184,5040.41,0.2916
809.158,4887.6,0.287
813.142,4911.63,0.2987
817.147,5022.61,0.3025
821.166,5045.78,0.3059
825.173,4966.77,0.3358
829.113,4872.2,0.3341
833.023,4789.76,0.3569
836.918,4632.09,0.3027
840.811,4361.49,0.3127
844.732,4299.59,0.3167
848.635,4317.49,0.3107
852.485,4404.49,0.3044
856.299,4499.92,0.2854
860.093,4529.42,0.2911
863.83,4497.23,0.2827
867.541,4516.65,0.288
871.261,4631.76,0.2856
875.025,4719.39,0.2829
878.801,4923.4,0.2909
882.548,5139.21,0.2995
886.291,5326.7,0.2896
890.049,5540.27,0.2837
893.701,5681.09,0.2928
897.408,5755.9,0.3109
901.157,5766.95,0.2846
904.937,5730.23,0.2867
908.671,5641.76,0.2907
912.437,5478.82,0.307
916.215,5182.26,0.2943
919.979,4749.36,0.2929
923.631,4406.25,0.3227
927.3,4192.65,0.2926
931.011,4186.41,0.3045
934.814,4195.58,0.2699
938.736,4216.73,0.2896
942.685,4284.0,0.3046
946.651,4451.97,0.2878
950.628,4680.07,0.2774
954.617,4813.23,0.2861
958.577,4890.2,0.2462
962.538,4947.09,0.299
966.488,4971.49,0.309
970.408,4793.87,0.2989
974.235,4615.5,0.2883
978.175,4561.09,0.2649
982.179,4714.07,0.2608
986.22,4791.41,0.2761
990.274,4761.6,0.2913
994.327,4777.57,0.2981
998.439,4807.0,0.2825
1002.519,4775.78,0.272
1006.571,4699.46,0.2756
1010.614,4729.55,0.2649
1014.609,5107.46,0.2567
1018.577,5511.8,0.2672
1022.494,5593.95,0.2722
1026.616,5786.85,0.277
1031.202,6118.29,0.2676
1035.934,6034.46,0.2745
1040.719,5550.65,0.2493
1045.444,5278.7,0.2646
1049.896,5449.6,0.2619
1054.366,5502.07,0.2689
1059.114,5059.82,0.2493
1063.935,4854.0,0.2425
1068.913,5301.02,0.2513
1074.571,5571.09,0.259
1080.113,5520.57,0.2506
1085.681,6002.89,0.2614
1091.256,6787.52,0.2735
1096.871,6103.88,0.2765
1102.486,5135.0,0.2919
1107.847,5187.46,0.2913
1112.986,5136.98,0.3102
1118.048,4662.82,0.2711
1123.108,4260.33,0.2882
1128.174,4108.71,0.3013
1133.403,3940.97,0.2998
1138.624,4149.58,0.3009
1144.035,4239.4,0.3111
1149.457,4000.17,0.2688
1154.885,3774.97,0.2816
1160.507,3825.71,0.2876
1166.191,4223.68,0.2931
1171.818,4693.24,0.2889
1177.255,4627.8,0.2708
1182.296,4686.86,0.2898
1186.971,4995.04,0.2721
1191.508,5377.56,0.2828
1195.966,5823.93,0.2946
1200.386,6169.41,0.2585
1204.793,6146.9,0.2958
1209.334,6254.64,0.2956
1213.959,7327.17,0.2828
1218.562,8116.19,0.3159
1223.176,8165.89,0.3008
1227.753,7919.83,0.3264
1232.319,7957.56,0.3095
1237.019,7375.69,0.3115
1241.866,6530.3,0.3116
1246.563,6278.6,0.318
1251.062,5999.93,0.32
1255.615,4731.68,0.3368
1260.058,3458.53,0.328
1264.543,2794.64,0.359
1269.13,2755.91,0.3469
1273.857,3072.12,0.3443
1278.331,3117.89,0.3428
1282.816,3142.14,0.3448
1287.054,3583.42,0.3061
1291.004,4196.78,0.2981
1294.94,4610.93,0.2764
1298.871,4968.96,0.3543
1302.898,5201.19,0.3578
1306.968,4809.37,0.3914
1311.038,3969.48,0.3479
1315.094,3407.09,0.3427
1319.3,3323.5,0.311
1323.57,3550.45,0.3
1327.825,4097.06,0.3157
1331.958,4702.95,0.3369
1335.981,5023.98,0.34
1340.011,5048.39,0.3493
1343.97,4992.17,0.3491
1347.921,4907.72,0.3536
1351.899,4794.87,0.357
1355.899,4726.62,0.3558
1359.864,4707.56,0.3442
1363.795,4677.01,0.3345
1367.756,4631.98,0.2971
1371.672,4609.91,0.3543
1375.531,4600.3,0.3349
1379.504,4593.8,0.361
1383.524,4593.8,0.361
1387.557,4593.8,0.361
1391.661,4593.8,0.361
1395.889,4593.8,0.361
1400.199,4593.8,0.361
1404.39,4593.8,0.361
1408.469,4593.8,0.361
1412.514,4593.8,0.361
1416.538,4593.8,0.361
1420.542,4593.8,0.361
1424.532,4593.8,0.361
1428.392,4593.8,0.361
1432.174,4593.8,0.361
1435.91,4593.8,0.361
1439.641,4593.8,0.361
1443.365,4593.8,0.361
1447.087,4593.8,0.361
1450.812,4593.8,0.361
1454.547,4593.8,0.361
1458.284,4593.8,0.361
1462.015,4593.8,0.361
1465.74,4593.8,0.361
1469.462,4593.8,0.361
1473.183,4593.8,0.361
1476.907,4593.8,0.361
1480.64,4593.8,0.361
1484.402,4593.8,0.361
1488.132,4593.8,0.361
1491.855,4593.8,0.361
1495.579,4593.8,0.361
1499.312,4593.8,0.361
