MD,imp,por
449.5,4103.52,0.373
450.0,4185.66,0.3937
450.5,4267.8,0.3742
451.0,4349.94,0.3598
451.5,4402.01,0.3473
452.0,4389.16,0.3719
452.5,4376.31,0.3853
453.0,4363.45,0.384
453.5,4350.6,0.3825
454.0,4337.75,0.3702
454.5,4324.9,0.3891
455.0,4312.04,0.3722
455.5,4236.06,0.3755
456.0,4143.55,0.3906
456.5,4051.05,0.3736
457.0,3958.55,0.363
457.5,3866.04,0.3518
458.0,3773.54,0.3667
458.5,3681.04,0.3692
459.0,3609.75,0.3635
459.5,3596.23,0.3642
460.0,3582.7,0.3527
460.5,3569.18,0.3622
461.0,3555.65,0.3628
461.5,3542.13,0.3615
462.0,3528.6,0.3578
462.5,3515.07,0.361
463.0,3545.46,0.3485
463.5,3590.9,0.347
464.0,3636.34,0.3884
464.5,3681.78,0.3583
465.0,3727.21,0.3673
465.5,3772.65,0.3765
466.0,3818.09,0.3593
466.5,3854.75,0.3658
467.0,3860.41,0.357
467.5,3866.08,0.3497
468.0,3871.74,0.3719
468.5,3877.4,0.3729
469.0,3883.07,0.3565
469.5,3888.73,0.3509
470.0,3894.4,0.388
470.5,3893.24,0.3427
471.0,3889.12,0.3443
471.5,3885.0,0.3408
472.0,3880.88,0.3395
472.5,3876.76,0.3512
473.0,3872.64,0.3432
473.5,3868.52,0.3588
474.0,3871.22,0.3503
474.5,3906.56,0.3498
475.0,3941.9,0.3699
475.5,3977.23,0.3644
476.0,4012.57,0.3815
476.5,4047.91,0.3834
477.0,4083.25,0.3881
477.5,4118.58,0.4069
478.0,4146.55,0.3686
478.5,4170.52,0.3983
479.0,4194.5,0.4323
479.5,4218.47,0.4196
480.0,4242.45,0.384
480.5,4266.43,0.4219
481.0,4290.4,0.3924
481.5,4304.41,0.3943
482.0,4248.59,0.4011
482.5,4192.77,0.4064
483.0,4136.95,0.3598
483.5,4081.13,0.3432
484.0,4025.31,0.3607
484.5,3969.49,0.3518
485.0,3913.67,0.3482
485.5,3910.43,0.3711
486.0,3942.1,0.3867
486.5,3972.97,0.3787
487.0,4003.52,0.3777
487.5,4034.08,0.3894
488.0,4064.64,0.3866
488.5,4095.2,0.3826
489.0,4125.76,0.4016
489.5,4238.58,0.3698
490.0,4363.44,0.37
490.5,4488.29,0.3575
491.0,4613.14,0.357
491.5,4738.0,0.3668
492.0,4862.85,0.3641
492.5,4987.7,0.3396
493.0,5100.54,0.344
493.5,5066.64,0.3692
494.0,5032.74,0.3631
494.5,4998.84,0.3705
495.0,4964.94,0.3651
495.5,4931.04,0.3788
496.0,4897.14,0.3734
496.5,4863.24,0.3875
497.0,4806.78,0.3843
497.5,4692.01,0.4284
498.0,4577.24,0.4039
498.5,4462.46,0.4108
499.0,4347.69,0.389
499.5,4232.92,0.3867
500.0,4118.14,0.3804
500.5,4003.37,0.3598
501.0,3944.9,0.3882
501.5,3946.91,0.4095
502.0,3948.91,0.378
502.5,3950.91,0.3712
503.0,3952.92,0.3739
503.5,3954.92,0.3658
504.0,3956.93,0.3578
504.5,3958.93,0.3928
505.0,3985.75,0.3426
505.5,4023.95,0.3951
506.0,4062.15,0.4133
506.5,4100.35,0.4302
507.0,4138.55,0.4524
507.5,4176.76,0.4424
508.0,4214.96,0.4203
508.5,4253.16,0.404
509.0,4253.84,0.3636
509.5,4249.82,0.3395
510.0,4245.81,0.3388
510.5,4241.79,0.3449
511.0,4237.77,0.3854
511.5,4233.75,0.3594
512.0,4229.73,0.3753
512.5,4228.97,0.3211
513.0,4260.43,0.3581
513.5,4291.89,0.3545
514.0,4323.35,0.3417
514.5,4354.81,0.3306
515.0,4386.27,0.3309
515.5,4417.73,0.3464
516.0,4449.19,0.3482
516.5,4508.21,0.3548
517.0,4633.07,0.3589
517.5,4757.93,0.3536
518.0,4882.79,0.3542
518.5,5007.65,0.348
519.0,5132.51,0.3513
519.5,5257.37,0.3567
520.0,5382.23,0.3514
520.5,5446.44,0.3513
521.0,5449.6,0.3569
521.5,5452.77,0.3246
522.0,5455.93,0.3446
522.5,5459.09,0.3712
523.0,5462.23,0.3931
523.5,5465.38,0.4192
524.0,5468.52,0.3483
524.5,5399.95,0.3869
525.0,5296.76,0.3723
525.5,5193.58,0.3672
526.0,5090.39,0.3512
526.5,4987.2,0.3619
527.0,4884.02,0.3684
527.5,4780.83,0.4148
528.0,4677.64,0.3707
528.5,4570.74,0.388
529.0,4463.04,0.3488
529.5,4355.34,0.3795
530.0,4247.64,0.3716
530.5,4139.94,0.4092
531.0,4032.24,0.3607
531.5,3924.54,0.3858
532.0,3816.84,0.383
532.5,3786.15,0.3834
533.0,3757.67,0.3729
533.5,3729.19,0.4056
534.0,3700.71,0.3871
534.5,3672.23,0.3708
535.0,3643.75,0.3639
535.5,3615.27,0.3837
536.0,3594.94,0.3593
536.5,3633.83,0.3573
537.0,3672.73,0.3655
537.5,3711.62,0.3438
538.0,3750.52,0.3739
538.5,3789.41,0.3698
539.0,3828.3,0.3764
539.5,3867.2,0.3415
540.0,3911.65,0.3539
540.5,3971.14,0.3728
541.0,4030.64,0.3754
541.5,4090.13,0.3703
542.0,4149.62,0.3691
542.5,4209.12,0.3605
543.0,4268.61,0.3467
543.5,4328.1,0.348
544.0,4351.42,0.3605
544.5,4324.51,0.3659
545.0,4297.59,0.3666
545.5,4270.67,0.3766
546.0,4243.75,0.3501
546.5,4216.83,0.3539
547.0,4189.91,0.3739
547.5,4162.99,0.3422
548.0,4161.52,0.3612
548.5,4179.44,0.3522
549.0,4197.37,0.3551
549.5,4215.29,0.3619
550.0,4233.22,0.3586
550.5,4251.14,0.3729
551.0,4269.06,0.3604
551.5,4286.99,0.3602
552.0,4396.33,0.3838
552.5,4541.88,0.3762
553.0,4687.43,0.3566
553.5,4832.98,0.3317
554.0,4978.53,0.3473
554.5,5124.08,0.3922
555.0,5269.63,0.3909
555.5,5415.18,0.3671
556.0,5388.3,0.3503
556.5,5334.53,0.3428
557.0,5280.77,0.3463
557.5,5227.0,0.3428
558.0,5173.23,0.3716
558.5,5119.47,0.3475
559.0,5065.7,0.3695
559.5,5010.75,0.3842
560.0,4872.11,0.3984
560.5,4733.47,0.4061
561.0,4594.83,0.4026
561.5,4456.19,0.4049
562.0,4317.55,0.3741
562.5,4178.91,0.3941
563.0,4040.27,0.4037
563.5,3927.38,0.4068
564.0,3946.9,0.4056
564.5,3966.57,0.3942
565.0,3986.83,0.3592
565.5,4007.1,0.3789
566.0,4027.36,0.3507
566.5,4047.63,0.3465
567.0,4067.89,0.3895
567.5,4067.92,0.3509
568.0,4049.92,0.4248
568.5,4031.92,0.3942
569.0,4013.92,0.3942
569.5,3995.92,0.39
570.0,3977.92,0.39
570.5,3959.92,0.3858
571.0,3941.92,0.3858
571.5,3761.15,0.3816
572.0,3574.89,0.3816
572.5,3388.63,0.3773
573.0,3202.37,0.3773
573.5,3016.12,0.3731
574.0,2829.86,0.3731
574.5,2643.6,0.3689
575.0,2501.26,0.3689
575.5,2423.2,0.3591
576.0,2345.14,0.3585
576.5,2267.08,0.3534
577.0,2189.02,0.3648
577.5,2110.96,0.348
578.0,2032.89,0.3228
578.5,1954.83,0.3356
579.0,2007.55,0.3329
579.5,2084.37,0.3393
580.0,2161.18,0.3334
580.5,2237.99,0.3147
581.0,2314.8,0.3348
581.5,2391.61,0.341
582.0,2468.42,0.3467
582.5,2542.96,0.345
583.0,2611.72,0.3505
583.5,2680.49,0.365
584.0,2749.25,0.3536
584.5,2818.01,0.3503
585.0,2886.78,0.3483
585.5,2955.54,0.3566
586.0,3024.3,0.3601
586.5,3032.73,0.3527
587.0,3017.87,0.3556
587.5,3003.01,0.363
588.0,2988.15,0.356
588.5,2973.29,0.3625
589.0,2958.42,0.3625
589.5,2943.56,0.3574
590.0,2939.27,0.3574
590.5,2990.5,0.3524
591.0,3041.72,0.3524
591.5,3092.94,0.3494
592.0,3144.16,0.3558
592.5,3195.38,0.3527
593.0,3246.6,0.3546
593.5,3297.82,0.3527
594.0,3350.98,0.3484
594.5,3413.75,0.3528
595.0,3476.52,0.3513
595.5,3539.29,0.3463
596.0,3602.05,0.3515
596.5,3664.82,0.3552
597.0,3727.59,0.3373
597.5,3790.36,0.3645
598.0,3838.84,0.3279
598.5,3820.06,0.33
599.0,3801.28,0.3397
599.5,3782.5,0.3288
600.0,3763.72,0.2964
600.5,3744.94,0.3105
601.0,3726.16,0.3528
601.5,3707.38,0.3386
602.0,3702.34,0.3438
602.5,3758.72,0.3426
603.0,3815.1,0.338
603.5,3871.48,0.3426
604.0,3927.86,0.3189
604.5,3984.24,0.3245
605.0,4040.62,0.3283
605.5,4097.01,0.3378
606.0,4165.5,0.3178
606.5,4285.45,0.3238
607.0,4405.4,0.3219
607.5,4525.35,0.3186
608.0,4645.3,0.3064
608.5,4765.25,0.3185
609.0,4885.2,0.3239
609.5,5005.15,0.3144
610.0,5098.79,0.3329
610.5,5085.89,0.2551
611.0,5073.13,0.2868
611.5,5060.94,0.3195
612.0,5048.75,0.2949
612.5,5036.55,0.3101
613.0,5024.36,0.3233
613.5,5012.17,0.3245
614.0,4999.98,0.3477
614.5,4999.73,0.3485
615.0,5001.46,0.356
615.5,5003.19,0.363
616.0,5004.92,0.3625
616.5,5006.65,0.3628
617.0,5008.38,0.3342
617.5,5010.11,0.3607
618.0,5011.84,0.3515
618.5,5055.64,0.3693
619.0,5161.76,0.3218
619.5,5267.89,0.3216
620.0,5374.02,0.3232
620.5,5480.15,0.3528
621.0,5586.28,0.351
621.5,5692.41,0.3296
622.0,5798.53,0.323
622.5,5904.66,0.3298
623.0,5948.02,0.3202
623.5,5987.9,0.3301
624.0,6027.77,0.3317
624.5,6067.65,0.3209
625.0,6107.52,0.3273
625.5,6147.39,0.3314
626.0,6187.27,0.329
626.5,6227.14,0.3235
627.0,6237.31,0.3178
627.5,6216.79,0.3192
628.0,6196.26,0.3369
628.5,6175.74,0.3128
629.0,6155.22,0.3193
629.5,6134.7,0.3406
630.0,6114.18,0.32
630.5,6093.66,0.3417
631.0,6074.05,0.3392
631.5,6078.7,0.3448
632.0,6083.35,0.3515
632.5,6088.0,0.3391
633.0,6092.65,0.3471
633.5,6097.3,0.3493
634.0,6101.95,0.3542
634.5,6106.6,0.3402
635.0,6111.24,0.3494
635.5,6100.22,0.3578
636.0,6077.9,0.3285
636.5,6055.58,0.3518
637.0,6033.25,0.3515
637.5,6010.93,0.3261
638.0,5988.61,0.3321
638.5,5966.28,0.3261
639.0,5943.96,0.3138
639.5,5901.85,0.3181
640.0,5721.84,0.3062
640.5,5541.83,0.345
641.0,5361.82,0.3541
641.5,5181.81,0.342
642.0,5001.79,0.3521
642.5,4821.78,0.348
643.0,4641.77,0.3316
643.5,4461.76,0.3389
644.0,4385.99,0.3248
644.5,4361.56,0.3051
645.0,4337.13,0.3013
645.5,4312.69,0.2943
646.0,4288.26,0.3072
646.5,4263.83,0.3065
647.0,4239.4,0.3012
647.5,4214.97,0.2963
648.0,4214.1,0.2985
648.5,4299.53,0.2985
649.0,4384.95,0.3219
649.5,4470.37,0.3421
650.0,4555.79,0.3361
650.5,4641.22,0.3367
651.0,4726.64,0.3336
651.5,4812.06,0.3408
652.0,4897.49,0.3622
652.5,4914.63,0.3572
653.0,4910.11,0.3847
653.5,4905.58,0.3555
654.0,4901.05,0.3647
654.5,4896.53,0.3525
655.0,4892.0,0.3385
655.5,4887.47,0.3457
656.0,4882.95,0.3366
656.5,4849.73,0.3332
657.0,4750.7,0.3445
657.5,4651.66,0.3703
658.0,4552.62,0.3761
658.5,4453.59,0.3552
659.0,4354.55,0.3808
659.5,4255.52,0.3704
660.0,4156.48,0.3686
660.5,4057.44,0.3552
661.0,4023.95,0.3442
661.5,4002.19,0.342
662.0,3980.43,0.3403
662.5,3958.68,0.3335
663.0,3936.92,0.3491
663.5,3915.17,0.3368
664.0,3893.41,0.3343
664.5,3871.65,0.3476
665.0,3861.8,0.3376
665.5,3870.36,0.3421
666.0,3878.92,0.3469
666.5,3887.48,0.3278
667.0,3896.04,0.3473
667.5,3904.59,0.3247
668.0,3913.15,0.312
668.5,3921.71,0.3112
669.0,3930.27,0.3189
669.5,3926.42,0.3203
670.0,3921.74,0.3162
670.5,3917.06,0.314
671.0,3912.38,0.3105
671.5,3907.7,0.3212
672.0,3903.02,0.3066
672.5,3898.34,0.2847
673.0,3893.66,0.3233
673.5,3886.85,0.3209
674.0,3877.73,0.308
674.5,3868.62,0.3133
675.0,3859.51,0.3159
675.5,3850.39,0.3173
676.0,3841.28,0.3241
676.5,3832.22,0.3155
677.0,3823.48,0.3094
677.5,3814.75,0.336
678.0,3851.57,0.2975
678.5,3891.58,0.2923
679.0,3931.58,0.3133
679.5,3971.58,0.2993
680.0,4011.58,0.3018
680.5,4051.58,0.2952
681.0,4091.58,0.3074
681.5,4131.58,0.2977
682.0,4167.39,0.3037
682.5,4170.71,0.3245
683.0,4174.02,0.3228
683.5,4177.34,0.3142
684.0,4180.66,0.3189
684.5,4183.98,0.3133
685.0,4187.3,0.3123
685.5,4190.62,0.3004
686.0,4193.94,0.3044
686.5,4198.95,0.315
687.0,4208.03,0.3101
687.5,4217.11,0.3125
688.0,4226.2,0.3189
688.5,4235.28,0.3155
689.0,4244.36,0.312
689.5,4253.44,0.3119
690.0,4262.52,0.3051
690.5,4271.61,0.3104
691.0,4279.24,0.3055
691.5,4285.26,0.3103
692.0,4291.28,0.3025
692.5,4297.3,0.3196
693.0,4303.32,0.3156
693.5,4309.34,0.3084
694.0,4315.36,0.3056
694.5,4321.38,0.3079
695.0,4327.4,0.3073
695.5,4344.31,0.3098
696.0,4367.02,0.3048
696.5,4389.73,0.3082
697.0,4412.45,0.3098
697.5,4435.16,0.3055
698.0,4457.87,0.3172
698.5,4480.58,0.3016
699.0,4503.29,0.3076
699.5,4526.0,0.3228
700.0,4531.38,0.3197
700.5,4533.25,0.2976
701.0,4535.13,0.3102
701.5,4537.0,0.3099
702.0,4538.87,0.3096
702.5,4540.75,0.3184
703.0,4542.62,0.3156
703.5,4544.49,0.3161
704.0,4546.58,0.3176
704.5,4567.23,0.3081
705.0,4587.88,0.2967
705.5,4608.53,0.3077
706.0,4629.18,0.3156
706.5,4649.83,0.3106
707.0,4670.48,0.3031
707.5,4691.13,0.3196
708.0,4711.78,0.3234
708.5,4727.01,0.3115
709.0,4719.26,0.3051
709.5,4711.52,0.3059
710.0,4703.78,0.3109
710.5,4696.04,0.2995
711.0,4688.3,0.3239
711.5,4680.56,0.3147
712.0,4672.81,0.3074
712.5,4665.07,0.3005
713.0,4642.43,0.3125
713.5,4594.44,0.3163
714.0,4546.45,0.3046
714.5,4498.45,0.3149
715.0,4450.46,0.3163
715.5,4402.33,0.3403
716.0,4354.19,0.3153
716.5,4306.05,0.3207
717.0,4257.91,0.3119
717.5,4220.02,0.3405
718.0,4190.07,0.3259
718.5,4160.12,0.3092
719.0,4130.17,0.3091
719.5,4100.22,0.3245
720.0,4070.26,0.3266
720.5,4040.31,0.3057
721.0,4010.36,0.3253
721.5,3980.41,0.3168
722.0,3991.59,0.3201
722.5,4015.06,0.314
723.0,4038.54,0.3063
723.5,4062.01,0.317
724.0,4085.49,0.3221
724.5,4108.96,0.3104
725.0,4132.44,0.3147
725.5,4155.91,0.3164
726.0,4179.39,0.3306
726.5,4206.06,0.322
727.0,4232.81,0.3195
727.5,4259.56,0.3176
728.0,4286.31,0.3343
728.5,4313.06,0.3133
729.0,4339.81,0.3198
729.5,4366.56,0.3183
730.0,4393.31,0.3098
730.5,4414.13,0.3236
731.0,4408.47,0.3246
731.5,4402.81,0.2998
732.0,4397.14,0.3037
732.5,4391.48,0.3134
733.0,4385.82,0.3143
733.5,4380.16,0.3121
734.0,4374.49,0.3152
734.5,4368.83,0.3279
735.0,4372.07,0.298
735.5,4389.27,0.3105
736.0,4406.47,0.3224
736.5,4423.67,0.3189
737.0,4440.88,0.3019
737.5,4458.08,0.3086
738.0,4475.28,0.3148
738.5,4492.48,0.3246
739.0,4509.68,0.3226
739.5,4523.6,0.3115
740.0,4535.31,0.3163
740.5,4547.01,0.3109
741.0,4558.72,0.3065
741.5,4570.42,0.2949
742.0,4582.12,0.2962
742.5,4593.83,0.3131
743.0,4605.53,0.3076
743.5,4617.24,0.3011
744.0,4623.53,0.3095
744.5,4628.49,0.3067
745.0,4633.45,0.3062
745.5,4638.41,0.297
746.0,4643.38,0.3185
746.5,4648.34,0.3157
747.0,4653.3,0.3113
747.5,4658.26,0.3021
748.0,4663.13,0.3199
748.5,4658.27,0.3005
749.0,4653.41,0.325
749.5,4648.55,0.3055
750.0,4643.69,0.3022
750.5,4638.83,0.3064
751.0,4633.97,0.3068
751.5,4629.11,0.2994
752.0,4624.25,0.2972
752.5,4625.82,0.3123
753.0,4650.79,0.3103
753.5,4675.76,0.2986
754.0,4700.73,0.2954
754.5,4725.7,0.313
755.0,4750.67,0.3289
755.5,4775.64,0.3071
756.0,4800.61,0.2966
756.5,4825.58,0.316
757.0,4841.07,0.3252
757.5,4843.58,0.3212
758.0,4846.08,0.295
758.5,4848.59,0.3043
759.0,4851.1,0.3211
759.5,4853.61,0.3004
760.0,4856.12,0.2988
760.5,4858.63,0.2952
761.0,4861.13,0.2999
761.5,4840.51,0.3115
762.0,4806.22,0.3068
762.5,4771.92,0.3046
763.0,4737.63,0.3239
763.5,4703.34,0.3344
764.0,4669.05,0.3095
764.5,4634.76,0.3072
765.0,4600.47,0.3
765.5,4566.18,0.315
766.0,4546.5,0.3088
766.5,4529.71,0.3
767.0,4512.92,0.3167
767.5,4496.12,0.3059
768.0,4479.33,0.3134
768.5,4462.53,0.3038
769.0,4445.74,0.3001
769.5,4428.94,0.3167
770.0,4412.61,0.3227
770.5,4406.84,0.3063
771.0,4401.08,0.2917
771.5,4395.31,0.314
772.0,4389.55,0.3051
772.5,4383.78,0.3146
773.0,4378.02,0.3007
773.5,4372.25,0.2984
774.0,4366.49,0.3043
774.5,4364.9,0.3114
775.0,4375.96,0.2961
775.5,4387.02,0.2909
776.0,4398.07,0.3107
776.5,4409.13,0.3011
777.0,4420.19,0.2938
777.5,4431.25,0.2974
778.0,4442.31,0.3076
778.5,4453.37,0.3129
779.0,4476.89,0.3017
779.5,4515.35,0.3136
780.0,4553.81,0.313
780.5,4592.27,0.3079
781.0,4630.73,0.3315
781.5,4669.19,0.2852
782.0,4707.65,0.304
782.5,4746.11,0.3181
783.0,4784.57,0.313
783.5,4797.43,0.3092
784.0,4797.18,0.2907
784.5,4796.93,0.3047
785.0,4796.68,0.3071
785.5,4796.43,0.2966
786.0,4796.18,0.2893
786.5,4795.94,0.2951
787.0,4795.69,0.3101
787.5,4795.44,0.3015
788.0,4788.09,0.2939
788.5,4779.67,0.3045
789.0,4771.24,0.3166
789.5,4762.82,0.2903
790.0,4754.4,0.2962
790.5,4745.97,0.29
791.0,4737.55,0.317
791.5,4729.13,0.3002
792.0,4722.82,0.288
792.5,4742.87,0.2893
793.0,4762.92,0.3083
793.5,4782.96,0.3102
794.0,4803.01,0.29
794.5,4823.05,0.3026
795.0,4843.1,0.3046
795.5,4863.14,0.3172
796.0,4883.19,0.2974
796.5,4900.37,0.295
797.0,4910.21,0.3142
797.5,4920.06,0.2994
798.0,4929.91,0.304
798.5,4939.76,0.3005
799.0,4949.6,0.2991
799.5,4959.45,0.3079
800.0,4969.3,0.295
800.5,4979.15,0.2908
801.0,4987.42,0.2861
801.5,4994.05,0.3107
802.0,5000.67,0.3093
802.5,5007.29,0.3011
803.0,5013.91,0.2948
803.5,5020.54,0.3141
804.0,5027.16,0.3119
804.5,5033.78,0.2811
805.0,5040.41,0.2916
805.5,5028.46,0.2908
806.0,5008.34,0.3107
806.5,4988.22,0.2901
807.0,4968.09,0.2888
807.5,4947.97,0.2819
808.0,4927.85,0.3079
808.5,4907.72,0.2915
809.0,4887.6,0.287
809.5,4867.48,0.294
810.0,4871.5,0.3049
810.5,4878.19,0.2944
811.0,4884.88,0.2957
811.5,4891.57,0.2931
812.0,4898.26,0.3029
812.5,4904.94,0.3187
813.0,4911.63,0.2987
813.5,4918.32,0.2914
814.0,4926.02,0.3183
814.5,4942.12,0.309
815.0,4958.21,0.3017
815.5,4974.31,0.3087
816.0,4990.41,0.3133
816.5,5006.51,0.3015
817.0,5022.61,0.3025
817.5,5038.7,0.2961
818.0,5054.8,0.327
818.5,5064.66,0.3265
819.0,5060.89,0.3469
819.5,5057.11,0.3043
820.0,5053.34,0.3174
820.5,5049.56,0.321
821.0,5045.78,0.3059
821.5,5042.01,0.2977
822.0,5038.23,0.2996
822.5,5034.46,0.3128
823.0,5025.06,0.3182
823.5,5010.49,0.3095
824.0,4995.91,0.2881
824.5,4981.34,0.3411
825.0,4966.77,0.3358
825.5,4952.19,0.3029
826.0,4937.62,0.2963
826.5,4923.05,0.3207
827.0,4908.47,0.313
827.5,4898.19,0.3215
828.0,4889.53,0.2928
828.5,4880.86,0.3141
829.0,4872.2,0.3341
829.5,4863.54,0.3204
830.0,4854.87,0.3142
830.5,4846.21,0.334
831.0,4837.54,0.3284
831.5,4828.88,0.3653
832.0,4816.04,0.3047
832.5,4802.9,0.3227
833.0,4789.76,0.3569
833.5,4776.62,0.3543
834.0,4763.48,0.3614
834.5,4750.35,0.3298
835.0,4737.21,0.2731
835.5,4724.07,0.2846
836.0,4707.49,0.3093
836.5,4669.79,0.3044
837.0,4632.09,0.3027
837.5,4594.39,0.3126
838.0,4556.68,0.3118
838.5,4518.98,0.3
839.0,4481.28,0.3172
839.5,4443.58,0.2983
840.0,4405.87,0.3179
840.5,4370.34,0.3008
841.0,4361.49,0.3127
841.5,4352.65,0.3088
842.0,4343.81,0.3147
842.5,4334.96,0.304
843.0,4326.12,0.308
843.5,4317.28,0.3
844.0,4308.44,0.301
844.5,4299.59,0.3167
845.0,4290.88,0.3058
845.5,4294.68,0.299
846.0,4298.48,0.2952
846.5,4302.28,0.3011
847.0,4306.08,0.3098
847.5,4309.89,0.2955
848.0,4313.69,0.3004
848.5,4317.49,0.3107
849.0,4321.29,0.3112
849.5,4325.09,0.3019
850.0,4337.89,0.3157
850.5,4351.21,0.3058
851.0,4364.53,0.3043
851.5,4377.85,0.3079
852.0,4391.17,0.2931
852.5,4404.49,0.3044
853.0,4417.81,0.3071
853.5,4431.14,0.3004
854.0,4444.46,0.2842
854.5,4455.77,0.2902
855.0,4466.8,0.2917
855.5,4477.84,0.2929
856.0,4488.88,0.2915
856.5,4499.92,0.2854
857.0,4510.95,0.293
857.5,4521.99,0.3015
858.0,4533.03,0.295
858.5,4544.06,0.294
859.0,4541.27,0.2995
859.5,4535.35,0.2983
860.0,4529.42,0.2911
860.5,4523.49,0.2861
861.0,4517.57,0.2926
861.5,4511.64,0.2896
862.0,4505.71,0.2916
862.5,4499.78,0.2916
863.0,4493.86,0.2958
863.5,4494.46,0.299
864.0,4497.23,0.2827
864.5,4500.0,0.2789
865.0,4502.78,0.2899
865.5,4505.55,0.2991
866.0,4508.32,0.2895
866.5,4511.1,0.2859
867.0,4513.87,0.292
867.5,4516.65,0.288
868.0,4527.7,0.3008
868.5,4542.57,0.2927
869.0,4557.43,0.2829
869.5,4572.3,0.2954
870.0,4587.16,0.2991
870.5,4602.03,0.2947
871.0,4616.89,0.2835
871.5,4631.76,0.2856
872.0,4646.63,0.2893
872.5,4659.68,0.2854
873.0,4671.62,0.2783
873.5,4683.56,0.2868
874.0,4695.51,0.2905
874.5,4707.45,0.2994
875.0,4719.39,0.2829
875.5,4731.33,0.2896
876.0,4743.28,0.2912
876.5,4755.22,0.2921
877.0,4780.38,0.2907
877.5,4816.14,0.2919
878.0,4851.89,0.2863
878.5,4887.65,0.2952
879.0,4923.4,0.2909
879.5,4959.16,0.2846
880.0,4994.92,0.2855
880.5,5030.67,0.3007
881.0,5066.43,0.293
881.5,5095.4,0.2866
882.0,5117.3,0.2878
882.5,5139.21,0.2995
883.0,5161.11,0.2936
883.5,5183.02,0.2846
884.0,5204.92,0.2935
884.5,5226.82,0.2947
885.0,5248.73,0.2996
885.5,5270.63,0.3004
886.0,5296.19,0.2936
886.5,5326.7,0.2896
887.0,5357.21,0.2979
887.5,5387.72,0.3015
888.0,5418.23,0.2955
888.5,5448.74,0.2855
889.0,5479.25,0.3008
889.5,5509.76,0.2945
890.0,5540.27,0.2837
890.5,5566.66,0.2984
891.0,5585.73,0.2891
891.5,5604.81,0.2879
892.0,5623.88,0.2858
892.5,5642.95,0.2836
893.0,5662.02,0.3055
893.5,5681.09,0.2928
894.0,5700.16,0.2881
894.5,5719.23,0.3011
895.0,5734.19,0.2874
895.5,5738.53,0.3015
896.0,5742.88,0.2833
896.5,5747.22,0.2934
897.0,5751.56,0.2926
897.5,5755.9,0.3109
898.0,5760.25,0.3074
898.5,5764.59,0.2886
899.0,5768.93,0.2986
899.5,5772.07,0.2974
900.0,5770.37,0.304
900.5,5768.66,0.2939
901.0,5766.95,0.2846
901.5,5765.24,0.2843
902.0,5763.54,0.3045
902.5,5761.83,0.2759
903.0,5760.12,0.3315
903.5,5758.42,0.2235
904.0,5755.42,0.2498
904.5,5742.83,0.3337
905.0,5730.23,0.2867
905.5,5717.63,0.2605
906.0,5705.04,0.2579
906.5,5692.44,0.2766
