MD,imp,por
713.5,4115.76,0.325
714.0,4178.49,0.3318
714.5,4241.21,0.3134
715.0,4303.94,0.3423
715.5,4368.42,0.3195
716.0,4432.91,0.3366
716.5,4497.39,0.3479
717.0,4502.67,0.3414
717.5,4492.19,0.325
718.0,4481.72,0.3394
718.5,4471.24,0.3353
719.0,4460.77,0.3411
719.5,4450.29,0.3404
720.0,4439.82,0.3239
720.5,4411.35,0.3326
721.0,4372.14,0.3319
721.5,4332.94,0.3557
722.0,4293.74,0.351
722.5,4254.53,0.3527
723.0,4215.33,0.353
723.5,4176.13,0.3354
724.0,4164.73,0.337
724.5,4176.17,0.33
725.0,4187.62,0.3324
725.5,4199.06,0.3317
726.0,4210.51,0.3416
726.5,4221.96,0.3495
727.0,4233.4,0.3354
727.5,4238.95,0.3375
728.0,4237.94,0.3309
728.5,4236.93,0.3262
729.0,4235.92,0.3137
729.5,4234.91,0.3042
730.0,4233.9,0.3473
730.5,4232.89,0.3527
731.0,4195.61,0.3403
731.5,4103.43,0.3376
732.0,4011.25,0.3204
732.5,3919.08,0.314
733.0,3826.9,0.3457
733.5,3734.72,0.3544
734.0,3642.54,0.3372
734.5,3594.98,0.3327
735.0,3641.29,0.3416
735.5,3687.59,0.3424
736.0,3733.9,0.3305
736.5,3780.2,0.342
737.0,3826.5,0.3395
737.5,3872.81,0.324
738.0,3918.17,0.3288
738.5,3960.66,0.3205
739.0,4003.14,0.3164
739.5,4045.63,0.3209
740.0,4088.11,0.3321
740.5,4130.6,0.3233
741.0,4173.09,0.3161
741.5,4189.23,0.3168
742.0,4077.77,0.3366
742.5,3966.31,0.3296
743.0,3854.85,0.3279
743.5,3743.39,0.3306
744.0,3631.93,0.3197
744.5,3520.46,0.3302
745.0,3418.35,0.2965
745.5,3405.06,0.3087
746.0,3391.77,0.323
746.5,3378.48,0.3119
747.0,3365.19,0.3184
747.5,3351.89,0.3021
748.0,3338.6,0.3292
748.5,3325.31,0.3127
749.0,3393.04,0.3124
749.5,3478.0,0.3259
750.0,3562.96,0.3209
750.5,3642.43,0.3051
751.0,3721.89,0.3043
751.5,3801.35,0.2849
752.0,3880.81,0.3136
752.5,3933.47,0.3185
753.0,3902.66,0.2957
753.5,3871.85,0.3084
754.0,3841.04,0.2675
754.5,3810.24,0.2667
755.0,3779.43,0.2604
755.5,3748.62,0.2841
756.0,3717.81,0.2689
756.5,3675.25,0.296
757.0,3619.22,0.2966
757.5,3563.19,0.2814
758.0,3507.16,0.2806
758.5,3451.13,0.2697
759.0,3395.1,0.2749
759.5,3339.07,0.2796
760.0,3283.04,0.2649
760.5,3331.0,0.2492
761.0,3429.31,0.2418
761.5,3527.62,0.2508
762.0,3625.94,0.2513
762.5,3724.25,0.2582
763.0,3822.57,0.2483
763.5,3920.88,0.254
764.0,4019.2,0.2476
764.5,4114.48,0.258
765.0,4202.29,0.2561
765.5,4293.28,0.2614
766.0,4384.26,0.253
766.5,4475.25,0.2608
767.0,4566.23,0.2671
767.5,4657.22,0.2572
768.0,4748.2,0.2733
768.5,4817.13,0.2679
769.0,4769.46,0.2547
769.5,4721.78,0.2562
770.0,4674.11,0.261
770.5,4626.6,0.2787
771.0,4579.1,0.2709
771.5,4531.6,0.2753
772.0,4484.1,0.2696
772.5,4437.31,0.2431
773.0,4402.5,0.2341
773.5,4367.69,0.258
774.0,4332.88,0.2479
774.5,4298.07,0.2611
775.0,4263.25,0.2628
775.5,4227.94,0.267
776.0,4192.62,0.2635
776.5,4157.31,0.2596
777.0,4157.04,0.259
777.5,4157.29,0.2574
778.0,4157.53,0.2647
778.5,4157.77,0.2802
779.0,4158.01,0.2655
779.5,4158.26,0.2633
780.0,4158.5,0.2727
780.5,4158.73,0.2766
781.0,4185.51,0.2872
781.5,4213.86,0.2639
782.0,4242.21,0.2568
782.5,4270.57,0.2425
783.0,4298.92,0.2539
783.5,4327.28,0.2524
784.0,4355.63,0.2606
784.5,4383.98,0.2372
785.0,4413.63,0.2416
785.5,4443.46,0.2359
786.0,4473.3,0.2462
786.5,4503.13,0.2534
787.0,4532.97,0.2427
787.5,4562.8,0.2594
788.0,4592.64,0.2786
788.5,4622.47,0.2608
789.0,4649.57,0.2364
789.5,4648.97,0.2423
790.0,4648.38,0.2365
790.5,4647.76,0.2676
791.0,4647.15,0.2717
791.5,4646.53,0.246
792.0,4645.92,0.2672
792.5,4645.3,0.274
793.0,4644.68,0.2496
793.5,4601.73,0.2412
794.0,4545.47,0.2456
794.5,4489.21,0.2546
795.0,4432.94,0.2627
795.5,4374.03,0.2635
796.0,4315.12,0.2595
796.5,4256.2,0.2589
797.0,4197.29,0.2584
797.5,4179.25,0.2577
798.0,4178.94,0.2571
798.5,4178.62,0.2567
799.0,4178.3,0.2559
799.5,4177.98,0.2554
800.0,4177.66,0.2549
800.5,4177.35,0.2541
801.0,4177.04,0.2536
801.5,4174.66,0.2531
802.0,4171.55,0.2523
802.5,4168.45,0.2518
803.0,4165.35,0.2513
803.5,4162.25,0.2506
804.0,4159.15,0.2501
804.5,4156.05,0.2496
805.0,4152.94,0.2488
805.5,4121.13,0.2483
806.0,4072.62,0.2478
806.5,4024.11,0.2471
807.0,3975.6,0.2465
807.5,3927.09,0.246
808.0,3878.58,0.2453
808.5,3830.07,0.2448
809.0,3781.55,0.2443
809.5,3860.49,0.2435
810.0,3998.55,0.243
810.5,4136.19,0.2425
811.0,4273.84,0.2417
811.5,4411.48,0.2412
812.0,4549.12,0.2407
812.5,4686.76,0.2405
813.0,4824.41,0.2305
813.5,5038.06,0.2406
814.0,5281.94,0.2489
814.5,5525.83,0.2515
815.0,5769.72,0.245
815.5,6011.49,0.2304
816.0,6253.26,0.2192
816.5,6495.03,0.2349
817.0,6736.8,0.2334
817.5,6725.24,0.2418
818.0,6607.79,0.2403
818.5,6490.34,0.2427
819.0,6372.89,0.2507
819.5,6255.44,0.2588
820.0,6137.98,0.2409
820.5,6020.21,0.2403
821.0,5902.43,0.2483
821.5,5758.2,0.2649
822.0,5600.88,0.2529
822.5,5443.56,0.2843
823.0,5286.24,0.2677
823.5,5128.92,0.261
824.0,4971.6,0.2573
824.5,4814.27,0.2752
825.0,4656.95,0.2679
825.5,4639.95,0.2524
826.0,4698.48,0.2363
826.5,4757.01,0.254
827.0,4815.54,0.2457
827.5,4874.07,0.2481
828.0,4932.6,0.2504
828.5,4991.13,0.2631
829.0,5049.66,0.2506
829.5,5091.46,0.2548
830.0,5128.39,0.2789
830.5,5165.67,0.2755
831.0,5202.96,0.2699
831.5,5240.25,0.2633
832.0,5277.53,0.2835
832.5,5314.82,0.2671
833.0,5352.11,0.2675
833.5,5276.48,0.2549
834.0,5195.33,0.2585
834.5,5114.19,0.2698
835.0,5033.04,0.2624
835.5,4951.56,0.2808
836.0,4870.09,0.2685
836.5,4788.62,0.2857
837.0,4720.76,0.2593
837.5,4721.87,0.2739
838.0,4722.97,0.268
838.5,4724.08,0.271
839.0,4725.18,0.2801
839.5,4726.29,0.2742
840.0,4727.39,0.2634
840.5,4728.49,0.2764
841.0,4765.94,0.2495
841.5,4863.25,0.262
842.0,4960.56,0.2525
842.5,5057.87,0.2632
843.0,5155.18,0.2719
843.5,5252.49,0.292
844.0,5349.8,0.2749
844.5,5447.11,0.26
845.0,5507.2,0.2682
845.5,5535.2,0.2743
846.0,5563.2,0.2655
846.5,5591.19,0.2602
847.0,5619.19,0.2774
847.5,5647.19,0.2594
848.0,5675.19,0.2675
848.5,5703.18,0.2674
849.0,5686.89,0.2616
849.5,5654.18,0.2678
850.0,5621.47,0.2601
850.5,5588.08,0.2708
851.0,5554.68,0.2596
851.5,5521.29,0.2555
852.0,5487.9,0.2639
852.5,5452.78,0.2707
853.0,5360.39,0.2724
853.5,5268.0,0.2691
854.0,5175.61,0.2569
854.5,5083.22,0.2615
855.0,4990.83,0.2589
855.5,4897.79,0.2539
856.0,4804.75,0.2481
856.5,4727.22,0.2551
857.0,4672.7,0.2395
857.5,4618.18,0.2576
858.0,4563.65,0.264
858.5,4509.13,0.2628
859.0,4454.61,0.2554
859.5,4400.08,0.2741
860.0,4345.56,0.2642
860.5,4363.24,0.2524
861.0,4397.57,0.2645
861.5,4431.9,0.2781
862.0,4466.23,0.2505
862.5,4500.56,0.2543
863.0,4534.89,0.2646
863.5,4569.22,0.2645
864.0,4609.6,0.2722
864.5,4661.71,0.2541
865.0,4713.83,0.2742
865.5,4766.47,0.2656
866.0,4819.12,0.2585
866.5,4871.77,0.2759
867.0,4924.42,0.2819
867.5,4977.07,0.2779
868.0,4916.06,0.2675
868.5,4844.96,0.2622
869.0,4773.85,0.2801
869.5,4702.75,0.2634
870.0,4631.65,0.2547
870.5,4561.77,0.2654
871.0,4491.89,0.2612
871.5,4415.36,0.2683
872.0,4331.53,0.2746
872.5,4247.7,0.258
873.0,4163.87,0.2541
873.5,4080.04,0.2553
874.0,3996.21,0.2679
874.5,3912.39,0.2683
875.0,3828.56,0.2622
875.5,3863.45,0.2776
876.0,3904.67,0.2668
876.5,3945.89,0.2668
877.0,3987.11,0.2578
877.5,4028.33,0.2455
878.0,4069.55,0.2464
878.5,4110.77,0.2692
879.0,4137.22,0.2747
879.5,4141.37,0.2755
880.0,4145.52,0.2644
880.5,4149.72,0.2583
881.0,4153.92,0.2669
881.5,4158.12,0.2428
882.0,4162.32,0.2598
882.5,4166.51,0.2771
883.0,4123.18,0.2677
883.5,4074.8,0.2686
884.0,4026.43,0.25
884.5,3978.05,0.2659
885.0,3929.68,0.2706
885.5,3881.64,0.2709
886.0,3833.6,0.2647
886.5,3804.43,0.2706
887.0,3801.48,0.2605
887.5,3798.53,0.2328
888.0,3795.58,0.2546
888.5,3792.63,0.2783
889.0,3789.67,0.2656
889.5,3786.72,0.2469
890.0,3783.77,0.2515
890.5,3801.38,0.2801
891.0,3821.26,0.2689
891.5,3841.13,0.2706
892.0,3861.01,0.2864
892.5,3880.88,0.2775
893.0,3900.75,0.2684
893.5,3920.63,0.2875
894.0,3946.74,0.2759
894.5,3977.07,0.2768
895.0,4007.39,0.2732
895.5,4037.03,0.2764
896.0,4066.67,0.2651
896.5,4096.31,0.2626
897.0,4125.94,0.2873
897.5,4153.75,0.28
898.0,4173.46,0.2568
898.5,4193.18,0.27
899.0,4212.89,0.275
899.5,4232.6,0.2894
900.0,4252.32,0.2681
900.5,4271.81,0.2973
901.0,4291.29,0.2665
901.5,4306.77,0.276
902.0,4320.4,0.2705
902.5,4334.03,0.2677
903.0,4347.67,0.2555
903.5,4361.3,0.2749
904.0,4374.93,0.2785
904.5,4388.57,0.2809
905.0,4401.77,0.2816
905.5,4412.16,0.2811
906.0,4422.54,0.2696
906.5,4432.92,0.2652
907.0,4443.31,0.2456
907.5,4453.69,0.2622
908.0,4464.08,0.2611
908.5,4474.46,0.2538
909.0,4482.23,0.2464
909.5,4488.64,0.2477
910.0,4495.05,0.2538
910.5,4501.37,0.2359
911.0,4507.69,0.2692
911.5,4514.02,0.2826
912.0,4520.34,0.2627
912.5,4530.0,0.2848
913.0,4562.89,0.2629
913.5,4595.79,0.2625
914.0,4628.69,0.2665
914.5,4661.59,0.2714
915.0,4694.48,0.2706
915.5,4727.57,0.2806
916.0,4760.65,0.2625
916.5,4772.52,0.2608
917.0,4768.38,0.2565
917.5,4764.23,0.2864
918.0,4760.09,0.2924
918.5,4755.94,0.267
919.0,4751.79,0.2846
919.5,4747.65,0.2783
920.0,4743.54,0.2699
920.5,4740.3,0.2758
921.0,4737.05,0.2942
921.5,4733.81,0.2953
922.0,4730.56,0.2888
922.5,4727.32,0.2946
923.0,4724.07,0.2819
923.5,4720.83,0.284
924.0,4764.65,0.2774
924.5,4825.2,0.2821
925.0,4885.76,0.2982
925.5,4945.87,0.2869
926.0,5005.99,0.2994
926.5,5066.1,0.2936
927.0,5126.22,0.2872
927.5,5180.29,0.2816
928.0,5225.31,0.2617
928.5,5270.32,0.2594
929.0,5315.34,0.2683
929.5,5360.36,0.2883
930.0,5405.38,0.2957
930.5,5448.93,0.2715
931.0,5492.48,0.2855
931.5,5488.71,0.2778
932.0,5483.84,0.2699
932.5,5478.97,0.2777
933.0,5474.1,0.2445
933.5,5469.24,0.2656
934.0,5464.37,0.23
934.5,5459.5,0.218
935.0,5455.57,0.2355
935.5,5453.27,0.2512
936.0,5450.98,0.273
936.5,5448.69,0.2797
937.0,5446.4,0.2856
937.5,5444.11,0.2843
938.0,5441.82,0.291
938.5,5439.53,0.2979
939.0,5411.13,0.296
939.5,5359.39,0.296
940.0,5307.65,0.2851
940.5,5256.31,0.2762
941.0,5204.97,0.2845
941.5,5153.63,0.2787
942.0,5102.28,0.2647
942.5,5050.94,0.2445
943.0,5004.06,0.2622
943.5,4959.8,0.2387
944.0,4915.53,0.2535
944.5,4871.27,0.2614
945.0,4827.01,0.2649
945.5,4782.93,0.2554
946.0,4738.85,0.2584
946.5,4694.77,0.2597
947.0,4713.83,0.2479
947.5,4760.11,0.2437
948.0,4806.4,0.2607
948.5,4852.68,0.248
949.0,4898.96,0.2723
949.5,4945.25,0.2737
950.0,4991.53,0.2775
950.5,5037.65,0.2817
951.0,5054.25,0.2741
951.5,5060.71,0.2622
952.0,5067.16,0.2626
952.5,5073.62,0.2435
953.0,5080.07,0.2865
953.5,5086.52,0.269
954.0,5092.98,0.2694
954.5,5099.43,0.2804
955.0,5022.31,0.2758
955.5,4918.73,0.2821
956.0,4815.16,0.294
956.5,4711.59,0.2658
957.0,4608.01,0.283
957.5,4504.44,0.2561
958.0,4400.87,0.2566
958.5,4297.3,0.2587
959.0,4278.23,0.2703
959.5,4274.57,0.2843
960.0,4270.92,0.2696
960.5,4267.26,0.252
961.0,4263.61,0.2694
961.5,4259.96,0.2703
962.0,4256.31,0.2835
962.5,4252.65,0.2489
963.0,4376.63,0.2687
963.5,4511.02,0.2677
964.0,4645.41,0.2718
964.5,4779.8,0.2542
965.0,4914.19,0.2783
965.5,5049.69,0.2709
966.0,5185.2,0.2591
966.5,5318.81,0.2486
967.0,5373.93,0.2532
967.5,5429.06,0.2511
968.0,5484.18,0.2487
968.5,5539.3,0.2551
969.0,5594.42,0.2715
969.5,5649.54,0.2663
970.0,5704.66,0.263
970.5,5736.78,0.2615
971.0,5660.91,0.2521
971.5,5585.04,0.2689
972.0,5509.17,0.2314
972.5,5433.31,0.2585
973.0,5357.44,0.2526
973.5,5281.57,0.267
974.0,5205.7,0.2478
974.5,5167.36,0.238
975.0,5162.24,0.2602
975.5,5157.31,0.2745
976.0,5152.38,0.2675
976.5,5147.44,0.2476
977.0,5142.51,0.2642
977.5,5137.58,0.2566
978.0,5132.65,0.2442
978.5,5125.21,0.2402
979.0,5116.44,0.2461
979.5,5107.66,0.259
980.0,5098.88,0.2677
980.5,5090.25,0.2529
981.0,5081.62,0.2457
981.5,5072.99,0.2498
982.0,5064.35,0.2383
982.5,5050.77,0.255
983.0,5034.42,0.2389
983.5,5018.07,0.2477
984.0,5001.72,0.2514
984.5,4985.37,0.2658
985.0,4969.02,0.2435
985.5,4952.75,0.2295
986.0,4936.48,0.2363
986.5,4947.35,0.2601
987.0,4979.51,0.2646
987.5,5011.66,0.2735
988.0,5043.82,0.253
988.5,5075.97,0.2481
989.0,5108.12,0.2532
989.5,5140.28,0.227
990.0,5172.43,0.2465
990.5,5193.14,0.2658
991.0,5199.93,0.2406
991.5,5206.72,0.2438
992.0,5213.51,0.2551
992.5,5220.29,0.243
993.0,5227.08,0.2539
993.5,5233.87,0.2701
994.0,5240.65,0.2504
994.5,5230.55,0.2631
995.0,5188.57,0.2598
995.5,5147.32,0.2713
996.0,5106.07,0.25
996.5,5064.82,0.2626
997.0,5023.58,0.2548
997.5,4982.33,0.2654
998.0,4941.08,0.2612
998.5,4907.21,0.2563
999.0,4926.79,0.2407
999.5,4946.37,0.2555
1000.0,4965.95,0.2703
1000.5,4985.87,0.2504
1001.0,5005.8,0.2685
1001.5,5025.73,0.2718
1002.0,5045.65,0.2744
1002.5,5065.58,0.2712
1003.0,5147.06,0.2668
1003.5,5230.98,0.2558
1004.0,5314.9,0.2535
1004.5,5398.82,0.2739
1005.0,5482.74,0.2487
1005.5,5566.67,0.2405
1006.0,5650.61,0.2274
1006.5,5734.55,0.2472
1007.0,5654.14,0.268
1007.5,5546.44,0.2709
1008.0,5438.73,0.2536
1008.5,5331.03,0.2509
1009.0,5223.32,0.2744
1009.5,5115.62,0.2584
1010.0,5007.92,0.2579
1010.5,4898.69,0.2408
1011.0,4843.69,0.2655
1011.5,4804.73,0.2476
1012.0,4765.77,0.2394
1012.5,4726.81,0.2498
1013.0,4687.85,0.2639
1013.5,4648.9,0.2513
1014.0,4609.94,0.2593
1014.5,4570.98,0.2577
1015.0,4646.19,0.2351
1015.5,4754.13,0.2308
1016.0,4862.08,0.258
1016.5,4970.02,0.2524
1017.0,5077.96,0.2465
1017.5,5185.91,0.2642
1018.0,5293.85,0.2524
1018.5,5401.8,0.2692
1019.0,5386.2,0.2688
1019.5,5348.03,0.2801
1020.0,5309.86,0.2744
1020.5,5270.95,0.2481
1021.0,5232.05,0.2578
1021.5,5193.14,0.2707
1022.0,5154.24,0.2794
1022.5,5114.13,0.265
1023.0,4969.72,0.2546
1023.5,4825.32,0.2424
1024.0,4680.91,0.2581
1024.5,4536.5,0.2594
1025.0,4392.1,0.2527
1025.5,4268.38,0.2616
1026.0,4144.67,0.2468
1026.5,4020.95,0.2555
1027.0,4056.16,0.2666
1027.5,4139.43,0.2349
1028.0,4222.69,0.2461
1028.5,4305.95,0.2599
1029.0,4389.22,0.2585
1029.5,4472.48,0.2451
1030.0,4555.74,0.2559
1030.5,4635.88,0.2567
1031.0,4716.01,0.2574
1031.5,4828.99,0.2956
1032.0,4964.27,0.2993
1032.5,5099.55,0.27
1033.0,5234.83,0.2519
1033.5,5370.11,0.2508
1034.0,5505.38,0.2523
1034.5,5640.66,0.2429
1035.0,5775.94,0.253
1035.5,5909.21,0.2454
1036.0,6017.03,0.2474
1036.5,5956.77,0.26
1037.0,5896.5,0.2595
1037.5,5836.24,0.2554
1038.0,5775.97,0.2603
1038.5,5715.71,0.2461
1039.0,5655.44,0.2634
1039.5,5595.18,0.2421
1040.0,5534.91,0.255
1040.5,5474.22,0.2493
1041.0,5448.04,0.2559
1041.5,5448.65,0.2369
1042.0,5449.27,0.2424
1042.5,5449.88,0.2587
1043.0,5450.49,0.2261
1043.5,5451.11,0.2339
